Name,Surname,Function,Company,Vehicle,Weight,Height,Postal_code
Caua,Sousa,Electronic prepress technician,Powerbod,2011 GMC Canyon,75.8,164,
Leila,Dias,Electronic publisher,Druther's,2015 Honda Accord,73,171,
Evelyn,Pereira,Electronic publishing specialist,Incredible Universe,2002 Seat Alhambra,66.6,162,
Emily,Goncalves,Electronic publishing specialist,Mighty Casey's,2007 Ford Ecosport,100.7,155,
Luis,Fernandes,Electronic technician,Red Food,1995 Honda CRX,64.9,173,
Luiza,Silva,Electronic transcriber,Independent Wealth Management,2005 Fiat Doblo,76.2,166,
Erick,Barros,Electronic typesetting machine operator,Frank and Seder,2002 Toyota Bandeirante,76.6,176,
Kauan,Barros,Electronic typesetting machine operator,System Star Solutions,2009 BMW 120,85.4,164,
Sarah,Rodrigues,Electronics repairer,AJ Bayless,2011 Audi A4,70.3,156,
Kaua,Pereira,Electronics repairer,Fit Tonic,2010 Kia Soul,90.9,186,
Carla,Santos,Electronics technician,E.J. Korvette,1999 Toyota Corolla,84.1,166,
Jalia,Carvalho,Electronics technician,Tons O' Toys,2011 Alpina B7,104,156,
Murilo,Pinto,Electrophysiologist,Sholl's Colonial Cafeteria,2000 Opel Tigra,63.2,169,
Giovanna,Sousa,Elementary school teacher,Adapt,2011 Lincoln Navigator,86,164,
Ana,Gomes,Elementary school teacher,Father & Son,1999 Ford Telstar,99.4,165,
Thais,Sousa,Elementary school teacher,House 2 Home,2002 Saturn Vue,71.3,159,
Joao,Dias,Elementary school teacher,Mervyn's,1993 Peugeot 309,97.2,173,
Ana,Costa,Elementary school teacher,The Serendipity Dip,1998 Toyota Carina,86.9,155,
Clara,Correia,Elementary school teacher,"Wholesale Club, Inc.",1995 Citroen XM,83.5,169,
Emily,Costa,Elevator constructor,Colonial Stores,1992 Mitsubishi Minica,94.6,163,
Rafaela,Azevedo,Elevator inspector,L' Fish,1999 Buick Cielo,76.8,172,
Mateus,Martins,Elevator installer,Peter Reeves,2005 Holden Frontera,70,174,
Lavinia,Castro,Elevator repairer,Lionel Kiddie City,2005 Kia Shuma II,87.5,164,
Rafaela,Cardoso,Elevator repairer,Wickes Furniture,2003 Dodge Grand Caravan,103.8,162,
Rafael,Barros,Eligibility interviewer,John M. Smyth's Homemakers,2014 Toyota Land Cruiser,64.4,164,
Vitor,Rodrigues,Embalmer,Record Bar,2002 Panoz AIV,67.6,181,
Nicole,Cavalcanti,Embalmer,Waccamaw Pottery,1999 Mercedes-Benz CLK GTR,60.5,154,
Brenda,Costa,Embossing machine operator,Great Clothes,1994 Nissan 300 ZX,99.7,166,
Lavinia,Carvalho,Emergency care nurse,Tower Records,2004 BMW 318,57.2,158,
Luan,Silva,Emergency physician,Mode O'Day,2000 ZAZ Slavuta,87,181,
Vitor,Rocha,Emergency physician,Red Bears Tavern,1996 Dodge Avenger,103.6,171,
Caua,Castro,Employee assistance plan manager,Price's Electronics,2010 Daihatsu Terios,99.9,169,
Kauan,Gomes,Employee assistance plan manager,Simply Appraisals,2007 Subaru Impreza,66.8,181,
Agatha,Cardoso,Employee benefits manager,Vitamax Health Food Center,2001 Nissan Chappo,68.1,167,
Igor,Rocha,Employee development manager,Herman's World of Sporting Goods,2011 Mercedes-Benz A,100.1,179,
Diogo,Fernandes,Employee development manager,Lindsley's Lumber,1992 Buick Park Avenue,99.6,175,
Larissa,Gomes,Employee development manager,Mission Realty,2005 Subaru Baja,86.7,157,
Beatrice,Martins,Employee development specialist,Consumers Food and Drug,1997 Mini MK VII,52.1,154,
Aline,Barbosa,Employee placement specialist,Handy Andy,2004 Peugeot 605,60.7,158,
Mariana,Melo,Employee placement specialist,Waccamaw Pottery,1995 Oldsmobile Silhouette,104.2,168,
Beatriz,Castro,Employee relations manager,Blockbuster Music,1995 Mini MK VI,87,174,
Rafael,Rocha,Employee training specialist,Jack Lang,2004 Opel Speedster,97.6,185,
Martim,Cunha,Employee training specialist,Magik Grey,1992 Seat Toledo,91.3,175,
Rodrigo,Martins,Employee training specialist,Pender's Food Stores,1993 Buick Riviera,76.5,173,
Rafaela,Oliveira,Employee welfare manager,Father & Son,2010 Nissan Navara,64,159,
Thais,Alves,Employer relations representative,Maurice The Pants Man,2008 Renault Kangoo,86.4,164,
Samuel,Santos,Employer relations representative,Perisolution,2009 Ford E-250,65.9,168,
Kauan,Alves,Employment and placement manager,Giant Open Air,2011 Ford S-Max,68.5,185,
Martim,Pinto,Employment and placement manager,The Warner Brothers Store,1997 Volkswagen Parati,63.9,181,
Sarah,Goncalves,Employment clerk,Shoe Pavilion,1999 Toyota Coaster,58.9,158,
Eduardo,Martins,Employment consultant,Incredible Universe,2012 Volvo XC60,81.7,177,
Carlos,Alves,Employment coordinator,Strategy Planner,2010 Mercedes-Benz SLK,88.8,184,
Antonio,Sousa,Employment counselor,Lawn N' Order Garden Care,2002 Chevrolet S-10,82.6,169,
Amanda,Dias,Employment manager,Muscle Factory,2010 Mazda Tribute,82.2,159,
Giovanna,Araujo,Employment manager,Pro Property Maintenance,2006 Holden Commodore,89.9,165,
Matheus,Goncalves,Employment recruiter,Tam's Stationers,2001 Daihatsu Move,108.5,172,
Matilde,Silva,Employment specialist,Waves Music,1996 Lamborghini Diablo,72.1,157,
Emily,Sousa,"Employment, recruitment, and placement specialist",Our Own Hardware,2005 Ferrari 575M Maranello,74.9,163,
Joao,Gomes,Encoder,Gottschalks,2015 Nissan NV Passenger,108.4,173,
Caio,Barbosa,Encoding clerk,Pantry Food Stores,2011 Acura ZDX,82,171,08.247-075
Estevan,Barbosa,ENG operator,Omni Tech,2007 Volkswagen Pickup,82.2,173,
Igor,Melo,Engine and other machine assembler,Bombay Company,2000 GAZ 3110,89.1,179,
Alice,Barbosa,Engine and other machine assembler,Patterson-Fletcher,1998 Daihatsu Charade,77.8,153,
Fabio,Almeida,Engineer,Rogers Peet,2000 Isuzu VX4,113.4,184,
Larissa,Almeida,Engineering and natural sciences manager,Al's Auto Parts,1997 Beijing BJ 2020,92.1,172,
Sarah,Gomes,Engineering and natural sciences manager,Pro Star Garden Management,1997 Chevrolet Trans Sport,85,154,
Gustavo,Ribeiro,Engineering geologist,The Lawn Guru,1995 Lamborghini Cala,79.9,179,
Vinicius,Dias,Engineering manager,Target Realty,2005 Buick Park Avenue,80,177,
Martim,Gomes,English to speakers of other languages teacher,Mission G,2015 Lincoln MKX,78.1,189,
Antonio,Oliveira,English to speakers of other languages teacher,Playworld,2007 SsangYong Korando,108,175,
Kauan,Gomes,English to speakers of other languages teacher,Tee Town,1993 Alpina B 12,110.9,179,
Lavinia,Gomes,Enrichment education instructor,Chandlers,1996 Mitsubishi L 200,96.6,157,
Alex,Silva,Enrichment education instructor,Isaly's,2000 Volkswagen Lupo,108.7,175,
Joao,Santos,Enrichment education instructor,Parts and Pieces,2008 Panoz Esperante,110.8,181,
Brenda,Cavalcanti,Enrobing machine operator,Official All Star Cafe,2005 Dodge Durango,93.9,158,
Beatriz,Fernandes,Enrollment specialist,Tianguis,2005 Bugatti EB 118,72.2,153,
Joao,Cardoso,Entomologist,World Radio,2005 Jeep Liberty,91.2,179,
Matilde,Azevedo,Environmental chemist,Giant Open Air,1998 Marcos GTS,98.7,162,
Mateus,Rocha,Environmental chemist,Star Assistance,1999 Suzuki C2,70.4,176,
Caua,Santos,Environmental engineering technician,David Weis,2014 Audi Q7,81.8,180,
Giovana,Pereira,Environmental hydrologist,Clemens Markets,2006 Renault Kangoo,50.1,162,
Julia,Goncalves,Environmental hydrologist,Cougar Investment,2010 Dacia Sandero,100.4,154,
Joao,Dias,Environmental hydrologist,Poore Simon's,2002 Lamborghini Diablo,73.8,184,
Leonardo,Almeida,Environmental meteorologist,Big Apple,2009 Lexus ES,96.4,182,31.155-030
Carla,Ribeiro,Epidemiologist,Polk Brothers,2008 BMW 135,66.6,169,
Laura,Costa,Erector,Asian Answers,2008 SsangYong Stavic,87.2,152,
Livia,Souza,Erector,Integra Investment Plan,1992 Volkswagen Golf,87.4,154,
Felipe,Castro,Escort interpreter,Exact Solutions,2010 Ford E-150,64.4,184,
Arthur,Silva,Escort interpreter,L.L. Berger,2005 Maserati Spyder,83.3,176,
Enzo,Goncalves,Escort interpreter,Profitpros,2002 Dodge Neon,97.4,167,
Alex,Rocha,ESL teacher,A+ Investments,2012 Nissan Sentra,65.7,170,
Antonio,Sousa,ESL teacher,Crazy Eddie,2009 Volkswagen Beetle,70.7,173,
Jose,Barros,ESL teacher,Flexus,1993 Chrysler Viper,101.4,167,
Mateus,Oliveira,ESL teacher,Record World,2010 SsangYong Rodius,69.9,174,
Ryan,Almeida,ESOL teacher,Best Biz Survis,2006 Citroen Xsara,80.3,167,
Samuel,Costa,ESOL teacher,Laura Ashley,2001 Chrysler 300,84.4,171,
Fabio,Pinto,ESOL teacher,Trak Auto,2004 Daewoo Magnus,78.6,169,
Luana,Souza,Essayist,Schucks Auto Supply,2008 Skoda Octavia,86.8,169,
Emilly,Carvalho,Essayist,Scott Ties,1999 Nissan Sentra,96.3,168,
Gabrielly,Cavalcanti,Esthetician,Anderson-Little,1995 Mitsubishi Gaus,70,170,
Fabio,Pereira,Esthetician,Sunny Real Estate Investments,2005 Saturn LW,103.3,169,
Erick,Pereira,Estimator project manager,Excella,2006 MG ZS,89.9,177,
Erick,Alves,Event planner,Omni Superstore,2006 Holden UTE,67.4,167,
Manuela,Araujo,Event planner,Pantry Food Stores,2011 Alfa Romeo 159,73.8,170,
Renan,Rodrigues,Event planner,Sports Town USA,2011 Dodge Grand Caravan,86.5,172,
Agatha,Azevedo,Examiner,Grand Union,2003 BMW 325,84.6,154,
Aline,Melo,Examiner,Sun Television and Appliances,1999 Daihatsu Terios,63,154,
Matheus,Barros,Excavating and loading machine and dragline operator,Angel's,1995 Suzuki Samurai,84.2,169,09.812-300
Breno,Oliveira,Excavating and loading machine and dragline operator,Huyler's,2012 Audi A3,105.3,176,
Raissa,Sousa,Excavating and loading machine and dragline operator,Omni Architectural Designs,2005 Holden Frontera,77.6,157,
Daniel,Pinto,Executive administrative assistant,Incluesiv,2012 BMW 320,102.9,183,
Yasmin,Ferreira,Executive administrator,Red Fox Tavern,2008 Jaguar XJ6,71.5,153,
Leticia,Azevedo,Executive administrator,Suncoast Video,1992 Renault Racoon,87.4,155,
Lucas,Barros,Executive assistant,AM/PM Camp,1993 Mitsubishi Space Runner,74.9,185,
Mateus,Ribeiro,Executive assistant,Jay Jacobs,2000 Suzuki Wagon R+,82.4,163,25.270-050
Luana,Silva,Executive chef,Cala Foods,2011 Hyundai Santa Fe,86.3,159,
Maria,Costa,Executive chef,Integra Investment Plan,1996 Oldsmobile Cutlass,60.4,163,
Nicolash,Rodrigues,Executive chef,Second Time Around,1999 Kia Potentia,67.1,170,
Lucas,Azevedo,Executive office administrator,Ole's,1998 Volkswagen Caravelle,102.7,186,
Danilo,Santos,Executive office administrator,WWW Realty,1997 Nissan Sentra,110.6,181,
Camila,Ribeiro,Executive secretary,E-zhe Source,1997 Rover 600,85.8,156,
Ryan,Silva,Expediting clerk,Asian Fusion,1999 Audi TT,75,168,
Vitoria,Santos,Expediting clerk,Grodins,1995 Pontiac Sunfire,101.1,158,
Lara,Rodrigues,Expediting clerk,Merrymaking,1996 Lexus ES,91.1,169,
Carla,Rocha,Expediting clerk,Pak and Save,1998 Lincoln Continental,66.9,155,
Jose,Sousa,Expediting clerk,Ruehl No. 925,1997 Beijing BJ 2021,77.6,173,
Laura,Dias,Explosives worker,Monk Real Estate Service,1996 Oldsmobile Eighty-Eight,92.2,164,
Matheus,Azevedo,Exterminator,Gamble-Skogmo,2000 Fiat Punto,63.1,180,
Ana,Correia,Exterminator,National Shirt Shop,2009 Holden Colorado,95.2,168,
Rafaela,Cardoso,Extractive metallurgical engineer,Buena Vista Realty Service,2011 Ford F-350,100.7,163,
Rafaela,Gomes,Extractive metallurgical engineer,Century House,2007 Volkswagen New Beetle,93.8,171,
Gabrielle,Cardoso,Extruding and drawing machine setters,Cloth World,1999 Isuzu VX-02,55.4,169,
Tania,Carvalho,Extruding and drawing machine setters,Strength Gurus,2010 SsangYong Rexton,83,168,
Martim,Almeida,Extruding and forming machine operator,Rink's,2009 Mercury Mountaineer,88.7,177,31.255-210
Eduarda,Ribeiro,Extruding and forming machine setter,Matrix Architectural Service,2006 Opel Vectra,94.7,154,
Vitor,Ferreira,"Extruding, forming, pressing, and compacting machine operator",Wealthy Ideas,2002 Ginetta G27,79.2,177,
Marisa,Correia,"Extruding, forming, pressing, and compacting machine setter",Frame Scene,2000 MCC ForTwo,72.1,159,
Vitoria,Silva,"Extruding, forming, pressing, and compacting machine tender",Red Owl,2001 Ferrari Maranello,91.4,164,
Tania,Souza,Fabric and apparel patternmaker,Builders Emporium,1994 Lotus Esprit,59.1,155,
Sophia,Gomes,Fabric mender,Childrens Bargain Town,2006 Jeep Grand Cherokee,62.1,152,
Igor,Alves,Fabricator,Locost Accessories,1997 Renault Safrane,65.9,174,
Lavinia,Costa,Fabricator,Pergament Home Centers,2010 Kia Borrego,78,159,
Victor,Castro,Facilities coordinator,Happy Bear Investment,2004 Mazda Laputa,73.5,173,
Leonor,Ribeiro,Facilities coordinator,Lafayette Radio,2001 Ford Extreme EX,61.2,160,
Camila,Rocha,Facilities coordinator,Steak and Ale,2015 Audi SQ5,80.2,168,
Beatriz,Silva,Facility manager,Odyssey Records & Tapes,1998 Nissan Patrol,77,151,
Murilo,Gomes,Facility manager,Packer,2002 Smart Roadster,109.8,181,
Ryan,Ferreira,Facility manager,Parade of Shoes,2004 BMW 316,70.1,166,
Lucas,Azevedo,Facility manager,Payless Cashways,2005 Chevrolet Trans Sport,76.4,177,
Luana,Cunha,Family and general practitioner,Erlebacher's,1995 Mitsubishi Sigma,81.6,165,
Marcos,Barbosa,Family and general practitioner,Xray Eye & Vision Clinics,2012 Opel Antara,95.8,186,
Guilherme,Azevedo,Family services social worker,BASCO,1993 TVR Chimaera,83.4,172,
Carla,Araujo,Family services social worker,Earl Abel's,1998 MCC Smart & Pulse City Coupe,70.6,166,
Kai,Souza,Family services social worker,Sampson's,2006 Peugeot 807,67.2,168,
Kaua,Dias,Family therapist,Balanced Fortune,2006 Citroen C3,98.3,173,
Otavio,Cavalcanti,Family therapist,China Coast,2000 Rover 45,71.8,177,
Camila,Souza,Family therapist,P. Samuels Men's Clothiers,2005 Opel Signum,63.3,169,
Vitoria,Goncalves,Family therapist,Paul's Food Mart,1997 Peugeot Nautilus,53.1,157,
Lavinia,Santos,Family therapist,Wellby,2011 Subaru Outback Sport,83.2,165,
Vitoria,Araujo,Farm and home management advisor,AJ Bayless,1999 Lamborghini Diablo,63.3,167,
Rebeca,Araujo,Farm and home management advisor,Boys Markets,2012 Hyundai ix20,90.3,162,
Mateus,Costa,Farm equipment mechanic,Ideal Garden Maintenance,1992 Aston Martin Virage,103.4,177,
Pedro,Azevedo,Farm equipment mechanic,Wells & Wade,1999 Toyota RAV4,99.1,162,
Julia,Gomes,Farmer,Erlebacher's,1995 Renault Espace,92.9,156,
Agatha,Almeida,Farmer,Strongbod,2009 Peugeot 107,52.3,162,
Guilherme,Melo,Farmworker,Sholl's Colonial Cafeteria,2000 Opel Omega,70.4,164,
Tomas,Souza,Fashion designer,Chief Auto Parts,1994 Proton Saloon,92.9,181,
Leticia,Pereira,Fashion designer,Gamma Grays,2001 Nissan Bluebird,95.4,157,
Luiz,Ferreira,Fast-food cook,Techo Solutions,2007 Ford Territory,70.7,176,
Nicole,Carvalho,FBI agent,Bennett Brothers,2011 BMW 525,64.5,166,
Fabio,Cavalcanti,FBI agent,Komerci,2002 Mitsubishi Galant,71.5,171,
Davi,Melo,Fence erector,Lazysize,2000 Donkervoort D8,94.4,189,
Julia,Gomes,Field sales supervisor,Manu Connection,1996 Chrysler Cirrus,58.7,154,
Leonor,Silva,Field sales supervisor,Widdmann,2010 Land Rover Freelander,97.8,170,
Melissa,Cavalcanti,Field technician,Rogers Peet,2007 Nissan Almera,93.6,161,
Gabriel,Dias,File clerk,Mages,2005 Toyota Tundra,84,170,
Diogo,Correia,File clerk,Mikrotechnic,1995 Peugeot 504,71.4,175,
Mariana,Pereira,Film and video editor,Rogers Peet,2010 Volkswagen CC,71.4,157,
Sarah,Azevedo,Film processing technician,Jackhammer Technologies,2010 Nissan Frontier,61,175,
Arthur,Pinto,Film processing technician,Strategy Consulting,1995 Honda Prelude,100.7,177,
Kauan,Ribeiro,Finance manager,Erol's,2001 Acura NSX,84.9,171,
Jalia,Cavalcanti,Finance manager,Independent Wealth Management,2003 Toyota Solara,77.7,154,
Arthur,Barbosa,Finance manager,KB Toys,1996 Chrysler Sebring,64.8,179,
Jalia,Ribeiro,Finance manager,Western Auto,2010 Renault Duster,73.8,171,
Carla,Alves,Financial aid director,Morrie Mages,2006 Citroen C3,63,157,
Davi,Cunha,Financial analyst,Finast,2005 Volkswagen Microbus,100.4,186,
Mariana,Carvalho,Financial analyst,Wealth Zone Group,2011 Mitsubishi ASX,78.5,172,
Leila,Costa,Financial clerk,Family Toy,2000 Honda Insight,76.4,171,
Raissa,Pereira,Financial clerk,Road Runner Lawn Services,2003 Citroen C 15,92.3,152,
Rodrigo,Rodrigues,Financial consultant,d.e.m.o.,2000 Seat Inca Kombi,73.9,173,
Luis,Almeida,Financial consultant,Spaceage Stereo,1998 Aston Martin Project Vantage,80.1,175,
Camila,Carvalho,Financial controller,Handy Andy Home Improvement Center,2005 Opel Agila,62.9,152,
Bruno,Sousa,Financial controller,Schucks Auto Supply,2010 Toyota Camry,63.8,181,
Renan,Silva,Financial economist,Courtesy Hardware Store,1997 BMW Mini ACV 30,100.2,177,
Leonor,Azevedo,Financial economist,Omni Tech,2006 Fiat Multipla,99,170,
Pedro,Goncalves,Financial examiner,STM Auto Parts,2011 Toyota Hilux,105.5,175,
Isabella,Ribeiro,Financial investigator,Cloth World,2014 Subaru Outback,55.4,160,
Bruna,Alves,Financial manager,Netaid,2009 Audi A3,74.6,165,
Leonardo,Ferreira,Fine artist,Paper Cutter,2007 Lexus SC,78.6,168,
Jalia,Pereira,Fine artist,The Sample,2000 Mercury Grand Marquis,87.4,161,31.560-110
Carolina,Ribeiro,Fine arts instructor,De-Jaiz Mens Clothing,2008 Hyundai Atos,70.1,155,
Melissa,Gomes,Fine arts photographer,Alladin's Lamp,2002 AC Cobra,68.2,164,
Nicolash,Almeida,Fine arts photographer,Herman's World of Sporting Goods,1996 Mitsubishi Eclipse,100.4,182,
Joao,Rocha,Fire dispatcher,Lionel Playworld,1996 Nissan Terrano II,63.5,168,08.674-320
Matheus,Dias,Fire fighter,Total Serve,2002 Jaguar XJR,106.2,173,
Bianca,Pereira,Fire inspector,Adaptaz,2005 Kia Pregio,92.4,155,
Nicole,Araujo,Fire inspector,Electronic Geek,2007 Pontiac Solstice,102.9,165,
Arthur,Correia,Fire inspector,MagnaSolution,2008 Chrysler Pacifica,92.9,178,
Vitoria,Almeida,Fire investigator,Hughes Markets,1992 Morgan Plus 4,54,159,
Aline,Oliveira,Fire investigator,J. B. Van Sciver,2015 Hyundai Santa Fe Sport,54.7,167,
Bianca,Sousa,Fire prevention specialist,Locost Accessories,2009 Jaguar XF,67.6,173,
Vitor,Ferreira,First mate,Farrell's Ice Cream Parlour,2009 BMW 528,63.8,182,
Maria,Ribeiro,Fiscal technician,Sew-Fro Fabrics,1999 Rover 400,54.2,155,
Gustavo,Gomes,Fish and game warden,Corinthian Designs,2005 Mercedes-Benz R,82.6,171,
Tomas,Pinto,Fish and game warden,Elm Farm,2012 Porsche Cayenne,79.1,166,
Leticia,Gomes,Fish and game warden,Total Yard Management,2008 Hyundai Getz,91.7,171,
Luis,Rocha,Fish cleaner,Knox Lumber,2000 Isuzu Kai,64.5,178,
Anna,Dias,Fish cutter,Corinthian Designs,2010 Volkswagen Touran,60.5,170,
Marcos,Carvalho,Fish cutter,Erol's,2006 Opel Signum,105.5,169,
Jose,Rodrigues,Fish cutter,Matrix Architectural Service ,2014 Honda Insight,113.7,175,
Diogo,Cavalcanti,Fish hatchery manager,Jafco,2010 BMW 325,94.9,172,
Isabelle,Souza,Fish trimmer,Sportmart,1993 Subaru Leone,91.5,169,
Miguel,Correia,Fisher,Herman's World of Sporting Goods,2010 SsangYong Korando,78.4,179,
Joao,Barros,Fishing vessel operator,Big D Supermarkets,1992 Alpina B6,74.5,171,
Rafaela,Cavalcanti,Fishing vessel operator,Canal Villere,2005 Kia Sedona,98.8,171,
Rafaela,Cardoso,Fitness director,ABC Markets,1999 Volkswagen Jetta,94.4,165,
Matheus,Alves,Fitness director,Mansmann's Department Store,1997 Volkswagen Microbus,97.7,178,
Arthur,Lima,Fitness director,Sagebrush,2003 Alpina B3,67.2,172,
Gabriel,Fernandes,Fitness trainer,Parts and Pieces,2001 Rover 25,66.4,166,
Kai,Carvalho,Fitness trainer,Warner Brothers Studio Store,2008 Lincoln MKX,89.5,179,
Fabio,Fernandes,Fitness worker,A. L. Price,1997 Volkswagen Gol,98.9,185,
Giovana,Almeida,Fitness worker,William Wanamaker & Sons,1999 Mazda 626,51.6,171,
Eduarda,Costa,Flight attendant,Libera,2003 Chevrolet Prizm,85,167,
Eduardo,Correia,Flight engineer,Country Club Markets,2005 BMW FW 27,107.5,183,
Emily,Gomes,Flight engineer,The Royal Canadian Pancake Houses,2009 BMW 523,59,165,
Davi,Fernandes,Floor finisher,Tower Records,1994 BMW 520,94.3,170,
Samuel,Carvalho,Floor finisher,Wells & Wade,2011 Fiat 500,90.3,174,
Otavio,Araujo,Floor layer,Fradkin Brothers Furniture,2014 Mercedes-Benz CLS-Class,72.6,183,
Laura,Rocha,Floor layer,Wise Appraisals,2012 Hyundai Elantra,78.5,159,
Laura,Pinto,Floor sander,Dick Fischers,2009 Renault Trafic,101.6,165,
Julian,Castro,Floor sander,Farmer Jack,2008 Volvo XC70,73.3,163,
Laura,Barros,Food and beverage manager,Northern Star,2015 Cadillac CTS,77.2,160,
